"year","month","day","time","tmin","tmax","precip"
1897,1,1,1897.00273972603,NA,NA,NA
1897,1,2,1897.00547945205,NA,NA,NA
1897,1,3,1897.00821917808,NA,NA,NA
1897,1,4,1897.01095890411,NA,NA,NA
1897,1,5,1897.01369863014,NA,NA,NA
1897,1,6,1897.01643835616,NA,NA,NA
1897,1,7,1897.01917808219,NA,NA,NA
1897,1,8,1897.02191780822,NA,NA,NA
1897,1,9,1897.02465753425,NA,NA,NA
1897,1,10,1897.02739726027,NA,NA,NA
1897,1,11,1897.0301369863,NA,NA,NA
1897,1,12,1897.03287671233,NA,NA,NA
1897,1,13,1897.03561643836,NA,NA,NA
1897,1,14,1897.03835616438,NA,NA,NA
1897,1,15,1897.04109589041,NA,NA,NA
1897,1,16,1897.04383561644,NA,NA,NA
1897,1,17,1897.04657534247,NA,NA,NA
1897,1,18,1897.04931506849,NA,NA,NA
1897,1,19,1897.05205479452,NA,NA,NA
1897,1,20,1897.05479452055,NA,NA,NA
1897,1,21,1897.05753424658,NA,NA,NA
1897,1,22,1897.0602739726,NA,NA,NA
1897,1,23,1897.06301369863,NA,NA,NA
1897,1,24,1897.06575342466,NA,NA,NA
1897,1,25,1897.06849315068,NA,NA,NA
1897,1,26,1897.07123287671,NA,NA,NA
1897,1,27,1897.07397260274,NA,NA,NA
1897,1,28,1897.07671232877,NA,NA,NA
1897,1,29,1897.07945205479,NA,NA,NA
1897,1,30,1897.08219178082,NA,NA,NA
1897,1,31,1897.08493150685,NA,NA,NA
1897,2,1,1897.08767123288,NA,NA,NA
1897,2,2,1897.0904109589,NA,NA,NA
1897,2,3,1897.09315068493,NA,NA,NA
1897,2,4,1897.09589041096,NA,NA,NA
1897,2,5,1897.09863013699,NA,NA,NA
1897,2,6,1897.10136986301,NA,NA,NA
1897,2,7,1897.10410958904,NA,NA,NA
1897,2,8,1897.10684931507,NA,NA,NA
1897,2,9,1897.1095890411,NA,NA,NA
1897,2,10,1897.11232876712,NA,NA,NA
1897,2,11,1897.11506849315,NA,NA,NA
1897,2,12,1897.11780821918,NA,NA,NA
1897,2,13,1897.12054794521,NA,NA,NA
1897,2,14,1897.12328767123,NA,NA,NA
1897,2,15,1897.12602739726,NA,NA,NA
1897,2,16,1897.12876712329,NA,NA,NA
1897,2,17,1897.13150684931,NA,NA,NA
1897,2,18,1897.13424657534,NA,NA,NA
1897,2,19,1897.13698630137,NA,NA,NA
1897,2,20,1897.1397260274,NA,NA,NA
1897,2,21,1897.14246575342,NA,NA,NA
1897,2,22,1897.14520547945,NA,NA,NA
1897,2,23,1897.14794520548,NA,NA,NA
1897,2,24,1897.15068493151,NA,NA,NA
1897,2,25,1897.15342465753,NA,NA,NA
1897,2,26,1897.15616438356,NA,NA,NA
1897,2,27,1897.15890410959,NA,NA,NA
1897,2,28,1897.16164383562,NA,NA,NA
1897,2,29,1897.16438356164,NA,NA,NA
1897,3,1,1897.16438356164,NA,NA,NA
1897,3,2,1897.16712328767,NA,NA,NA
1897,3,3,1897.1698630137,NA,NA,NA
1897,3,4,1897.17260273973,NA,NA,NA
1897,3,5,1897.17534246575,NA,NA,NA
1897,3,6,1897.17808219178,NA,NA,NA
1897,3,7,1897.18082191781,NA,NA,NA
1897,3,8,1897.18356164384,NA,NA,NA
1897,3,9,1897.18630136986,NA,NA,NA
1897,3,10,1897.18904109589,NA,NA,NA
1897,3,11,1897.19178082192,NA,NA,NA
1897,3,12,1897.19452054795,NA,NA,NA
1897,3,13,1897.19726027397,NA,NA,NA
1897,3,14,1897.2,NA,NA,NA
1897,3,15,1897.20273972603,NA,NA,NA
1897,3,16,1897.20547945205,NA,NA,NA
1897,3,17,1897.20821917808,NA,NA,NA
1897,3,18,1897.21095890411,NA,NA,NA
1897,3,19,1897.21369863014,NA,NA,NA
1897,3,20,1897.21643835616,NA,NA,NA
1897,3,21,1897.21917808219,NA,NA,NA
1897,3,22,1897.22191780822,NA,NA,NA
1897,3,23,1897.22465753425,NA,NA,NA
1897,3,24,1897.22739726027,NA,NA,NA
1897,3,25,1897.2301369863,NA,NA,NA
1897,3,26,1897.23287671233,NA,NA,NA
1897,3,27,1897.23561643836,NA,NA,NA
1897,3,28,1897.23835616438,NA,NA,NA
1897,3,29,1897.24109589041,NA,NA,NA
1897,3,30,1897.24383561644,NA,NA,NA
1897,3,31,1897.24657534247,NA,NA,NA
1897,4,1,1897.24931506849,NA,NA,NA
1897,4,2,1897.25205479452,NA,NA,NA
1897,4,3,1897.25479452055,NA,NA,NA
1897,4,4,1897.25753424658,NA,NA,NA
1897,4,5,1897.2602739726,NA,NA,NA
1897,4,6,1897.26301369863,NA,NA,NA
1897,4,7,1897.26575342466,NA,NA,NA
1897,4,8,1897.26849315068,NA,NA,NA
1897,4,9,1897.27123287671,NA,NA,NA
1897,4,10,1897.27397260274,NA,NA,NA
1897,4,11,1897.27671232877,NA,NA,NA
1897,4,12,1897.27945205479,NA,NA,NA
1897,4,13,1897.28219178082,NA,NA,NA
1897,4,14,1897.28493150685,NA,NA,NA
1897,4,15,1897.28767123288,NA,NA,NA
1897,4,16,1897.2904109589,NA,NA,NA
1897,4,17,1897.29315068493,NA,NA,NA
1897,4,18,1897.29589041096,NA,NA,NA
1897,4,19,1897.29863013699,NA,NA,NA
1897,4,20,1897.30136986301,NA,NA,NA
1897,4,21,1897.30410958904,NA,NA,NA
1897,4,22,1897.30684931507,NA,NA,NA
1897,4,23,1897.3095890411,NA,NA,NA
1897,4,24,1897.31232876712,NA,NA,NA
1897,4,25,1897.31506849315,NA,NA,NA
1897,4,26,1897.31780821918,NA,NA,NA
1897,4,27,1897.32054794521,NA,NA,NA
1897,4,28,1897.32328767123,NA,NA,NA
1897,4,29,1897.32602739726,NA,NA,NA
1897,4,30,1897.32876712329,NA,NA,NA
1897,5,1,1897.33150684932,49,71,0
1897,5,2,1897.33424657534,54,71,0.01
1897,5,3,1897.33698630137,48,67,0
1897,5,4,1897.3397260274,46,69,0
1897,5,5,1897.34246575342,51,68,0.03
1897,5,6,1897.34520547945,51,69,0
1897,5,7,1897.34794520548,50,68,0.07
1897,5,8,1897.35068493151,52,61,0
1897,5,9,1897.35342465753,45,68,0
1897,5,10,1897.35616438356,45,67,0
1897,5,11,1897.35890410959,42,56,0.17
1897,5,12,1897.36164383562,47,65,0
1897,5,13,1897.36438356164,45,69,0
1897,5,14,1897.36712328767,44,71,0
1897,5,15,1897.3698630137,55,75,0
1897,5,16,1897.37260273973,57,76,0
1897,5,17,1897.37534246575,53,76,0
1897,5,18,1897.37808219178,57,76,0
1897,5,19,1897.38082191781,54,69,0.35
1897,5,20,1897.38356164384,53,67,0
1897,5,21,1897.38630136986,52,69,0
1897,5,22,1897.38904109589,54,72,0.02
1897,5,23,1897.39178082192,56,70,0
1897,5,24,1897.39452054795,53,70,0.17
1897,5,25,1897.39726027397,56,78,0
1897,5,26,1897.4,58,76,0
1897,5,27,1897.40273972603,46,52,1.36
1897,5,28,1897.40547945205,43,66,0
1897,5,29,1897.40821917808,56,74,0
1897,5,30,1897.41095890411,52,72,0.09
1897,5,31,1897.41369863014,56,78,0.03
1897,6,1,1897.41643835616,56,66,0.09
1897,6,2,1897.41917808219,45,57,0.66
1897,6,3,1897.42191780822,41,60,0.07
1897,6,4,1897.42465753425,43,61,0.03
1897,6,5,1897.42739726027,48,60,0.43
1897,6,6,1897.4301369863,44,62,0.1
1897,6,7,1897.43287671233,49,69,0.02
1897,6,8,1897.43561643836,51,79,0
1897,6,9,1897.43835616438,52,76,0.02
1897,6,10,1897.44109589041,57,72,2.03
1897,6,11,1897.44383561644,52,68,0
1897,6,12,1897.44657534247,60,78,0
1897,6,13,1897.44931506849,63,77,0
1897,6,14,1897.45205479452,59,78,0
1897,6,15,1897.45479452055,60,83,0
1897,6,16,1897.45753424658,63,73,0
1897,6,17,1897.4602739726,54,74,0
1897,6,18,1897.46301369863,51,71,0
1897,6,19,1897.46575342466,55,77,0
1897,6,20,1897.46849315068,61,85,0
1897,6,21,1897.47123287671,64,84,0
1897,6,22,1897.47397260274,65,85,0
1897,6,23,1897.47671232877,64,84,0
1897,6,24,1897.47945205479,58,76,0
1897,6,25,1897.48219178082,55,71,0.06
1897,6,26,1897.48493150685,55,73,0.08
1897,6,27,1897.48767123288,57,83,0
1897,6,28,1897.4904109589,62,79,0.01
1897,6,29,1897.49315068493,57,77,0.11
1897,6,30,1897.49589041096,57,83,0
1897,7,1,1897.49863013699,57,88,0
1897,7,2,1897.50136986301,64,85,0
1897,7,3,1897.50410958904,58,70,0
1897,7,4,1897.50684931507,50,72,0
1897,7,5,1897.5095890411,56,88,0
1897,7,6,1897.51232876712,61,86,0
1897,7,7,1897.51506849315,70,90,0
1897,7,8,1897.51780821918,65,86,0.43
1897,7,9,1897.52054794521,55,63,1.17
1897,7,10,1897.52328767123,50,70,0.27
1897,7,11,1897.52602739726,58,78,0
1897,7,12,1897.52876712329,60,86,0
1897,7,13,1897.53150684932,62,90,0
1897,7,14,1897.53424657534,61,79,0.1
1897,7,15,1897.53698630137,59,81,0.01
1897,7,16,1897.5397260274,62,85,0
1897,7,17,1897.54246575342,63,81,0.08
1897,7,18,1897.54520547945,57,73,0.11
1897,7,19,1897.54794520548,48,67,0.51
1897,7,20,1897.55068493151,48,74,0
1897,7,21,1897.55342465753,48,81,0
1897,7,22,1897.55616438356,62,86,0
1897,7,23,1897.55890410959,63,85,0.03
1897,7,24,1897.56164383562,61,74,0.24
1897,7,25,1897.56438356164,57,79,0
1897,7,26,1897.56712328767,65,85,0.07
1897,7,27,1897.5698630137,66,84,0.02
1897,7,28,1897.57260273973,70,90,0
1897,7,29,1897.57534246575,71,89,0
1897,7,30,1897.57808219178,66,80,0.05
1897,7,31,1897.58082191781,71,86,0
1897,8,1,1897.58356164384,64,80,0.05
1897,8,2,1897.58630136986,64,78,0.05
1897,8,3,1897.58904109589,58,71,0.81
1897,8,4,1897.59178082192,58,64,0.15
1897,8,5,1897.59452054795,63,77,0.23
1897,8,6,1897.59726027397,64,81,0.6
1897,8,7,1897.6,61,82,0
1897,8,8,1897.60273972603,62,78,0.33
1897,8,9,1897.60547945205,59,77,0
1897,8,10,1897.60821917808,59,76,0
1897,8,11,1897.61095890411,59,79,0
1897,8,12,1897.61369863014,63,85,0
1897,8,13,1897.61643835616,68,86,0
1897,8,14,1897.61917808219,65,79,0
1897,8,15,1897.62191780822,57,73,0
1897,8,16,1897.62465753425,58,80,0
1897,8,17,1897.62739726027,54,76,0.25
1897,8,18,1897.6301369863,51,72,0.02
1897,8,19,1897.63287671233,56,72,0
1897,8,20,1897.63561643836,56,77,0
1897,8,21,1897.63835616438,54,75,0
1897,8,22,1897.64109589041,56,78,0
1897,8,23,1897.64383561644,59,77,0
1897,8,24,1897.64657534247,61,83,0
1897,8,25,1897.64931506849,67,87,0
1897,8,26,1897.65205479452,65,77,0
1897,8,27,1897.65479452055,57,81,0
1897,8,28,1897.65753424658,63,82,0.47
1897,8,29,1897.6602739726,59,74,0
1897,8,30,1897.66301369863,56,84,0
1897,8,31,1897.66575342466,59,86,0
1897,9,1,1897.66849315068,61,83,0
1897,9,2,1897.67123287671,67,85,0
1897,9,3,1897.67397260274,65,83,0
1897,9,4,1897.67671232877,63,84,0
1897,9,5,1897.67945205479,68,80,0
1897,9,6,1897.68219178082,65,84,0
1897,9,7,1897.68493150685,65,85,0
1897,9,8,1897.68767123288,65,83,0
1897,9,9,1897.6904109589,54,62,0
1897,9,10,1897.69315068493,52,68,0
1897,9,11,1897.69589041096,54,76,0.16
1897,9,12,1897.69863013699,57,79,0.06
1897,9,13,1897.70136986301,61,80,0.07
1897,9,14,1897.70410958904,55,74,0
1897,9,15,1897.70684931507,53,74,0.02
1897,9,16,1897.7095890411,42,48,0.52
1897,9,17,1897.71232876712,42,66,0
1897,9,18,1897.71506849315,58,72,0
1897,9,19,1897.71780821918,51,69,0
1897,9,20,1897.72054794521,50,75,0
1897,9,21,1897.72328767123,55,76,0
1897,9,22,1897.72602739726,58,79,0
1897,9,23,1897.72876712329,60,78,0
1897,9,24,1897.73150684932,62,70,0
1897,9,25,1897.73424657534,58,74,0
1897,9,26,1897.73698630137,57,75,0
1897,9,27,1897.7397260274,60,78,0
1897,9,28,1897.74246575342,60,78,0
1897,9,29,1897.74520547945,59,75,0.03
1897,9,30,1897.74794520548,62,77,0
1897,10,1,1897.75068493151,58,75,0
1897,10,2,1897.75342465753,58,75,0
1897,10,3,1897.75616438356,53,70,0
1897,10,4,1897.75890410959,51,75,0
1897,10,5,1897.76164383562,50,67,0
1897,10,6,1897.76438356164,51,74,0
1897,10,7,1897.76712328767,51,75,0.08
1897,10,8,1897.7698630137,44,50,0.35
1897,10,9,1897.77260273973,39,55,0
1897,10,10,1897.77534246575,45,58,0.03
1897,10,11,1897.77808219178,43,71,0
1897,10,12,1897.78082191781,38,74,0
1897,10,13,1897.78356164384,58,77,0
1897,10,14,1897.78630136986,54,67,0
1897,10,15,1897.78904109589,43,57,0
1897,10,16,1897.79178082192,31,35,0.39
1897,10,17,1897.79452054795,30,43,0.04
1897,10,18,1897.79726027397,32,66,0
1897,10,19,1897.8,41,64,0
1897,10,20,1897.80273972603,45,68,0
1897,10,21,1897.80547945205,43,70,0
1897,10,22,1897.80821917808,46,63,0
1897,10,23,1897.81095890411,45,71,0
1897,10,24,1897.81369863014,43,71,0
1897,10,25,1897.81643835616,40,59,0.05
1897,10,26,1897.81917808219,27,32,0.6
1897,10,27,1897.82191780822,24,38,0.12
1897,10,28,1897.82465753425,31,49,0
1897,10,29,1897.82739726027,38,61,0
1897,10,30,1897.8301369863,39,56,0
1897,10,31,1897.83287671233,38,55,0
1897,11,1,1897.83561643836,40,63,0
1897,11,2,1897.83835616438,43,67,0
1897,11,3,1897.84109589041,47,65,0
1897,11,4,1897.84383561644,31,37,0.09
1897,11,5,1897.84657534247,25,44,0
1897,11,6,1897.84931506849,29,46,0.02
1897,11,7,1897.85205479452,31,53,0
1897,11,8,1897.85479452055,27,43,0
1897,11,9,1897.85753424658,28,46,0
1897,11,10,1897.8602739726,40,60,0
1897,11,11,1897.86301369863,39,65,0
1897,11,12,1897.86575342466,52,71,0
1897,11,13,1897.86849315069,53,66,0
1897,11,14,1897.87123287671,46,64,0
1897,11,15,1897.87397260274,28,31,0.11
1897,11,16,1897.87671232877,19,40,0
1897,11,17,1897.87945205479,31,55,0
1897,11,18,1897.88219178082,40,64,0
1897,11,19,1897.88493150685,44,73,0
1897,11,20,1897.88767123288,54,71,0
1897,11,21,1897.8904109589,29,33,0
1897,11,22,1897.89315068493,28,48,0
1897,11,23,1897.89589041096,30,52,0
1897,11,24,1897.89863013699,35,63,0
1897,11,25,1897.90136986301,25,30,0.25
1897,11,26,1897.90410958904,17,30,0
1897,11,27,1897.90684931507,14,31,0
1897,11,28,1897.9095890411,14,26,0
1897,11,29,1897.91232876712,10,41,0
1897,11,30,1897.91506849315,30,55,0
1897,12,1,1897.91780821918,15,25,0.05
1897,12,2,1897.92054794521,5,13,0.1
1897,12,3,1897.92328767123,6,28,0
1897,12,4,1897.92602739726,18,48,0
1897,12,5,1897.92876712329,23,52,0
1897,12,6,1897.93150684932,19,50,0
1897,12,7,1897.93424657534,43,54,0
1897,12,8,1897.93698630137,42,65,0
1897,12,9,1897.9397260274,31,41,0.39
1897,12,10,1897.94246575342,24,43,0
1897,12,11,1897.94520547945,27,43,0
1897,12,12,1897.94794520548,26,40,0
1897,12,13,1897.95068493151,26,41,0
1897,12,14,1897.95342465753,24,54,0
1897,12,15,1897.95616438356,5,21,0.14
1897,12,16,1897.95890410959,-1,12,0
1897,12,17,1897.96164383562,1,16,0
1897,12,18,1897.96438356164,6,23,0
1897,12,19,1897.96712328767,11,23,0
1897,12,20,1897.9698630137,9,26,0
1897,12,21,1897.97260273973,8,27,0
1897,12,22,1897.97534246575,19,43,0
1897,12,23,1897.97808219178,34,47,0
1897,12,24,1897.98082191781,31,51,0
1897,12,25,1897.98356164384,28,46,0
1897,12,26,1897.98630136986,29,42,0
1897,12,27,1897.98904109589,25,47,0
1897,12,28,1897.99178082192,33,61,0
1897,12,29,1897.99452054795,44,58,0
1897,12,30,1897.99726027397,32,52,0
1897,12,31,1898,14,36,0.02
1898,1,1,1898.00273972603,14,42,0
1898,1,2,1898.00547945205,31,67,0
1898,1,3,1898.00821917808,42,62,0
1898,1,4,1898.01095890411,33,43,0
1898,1,5,1898.01369863014,32,56,0
1898,1,6,1898.01643835616,32,48,0
1898,1,7,1898.01917808219,42,52,0
1898,1,8,1898.02191780822,19,47,0
1898,1,9,1898.02465753425,31,49,0
1898,1,10,1898.02739726027,25,35,0
1898,1,11,1898.0301369863,18,36,0
1898,1,12,1898.03287671233,17,37,0
1898,1,13,1898.03561643836,18,35,0
1898,1,14,1898.03835616438,22,35,0
1898,1,15,1898.04109589041,16,41,0
1898,1,16,1898.04383561644,19,42,0
1898,1,17,1898.04657534247,22,33,0
1898,1,18,1898.04931506849,20,35,0
1898,1,19,1898.05205479452,17,34,0
1898,1,20,1898.05479452055,21,33,0
1898,1,21,1898.05753424658,19,28,0.23
1898,1,22,1898.0602739726,13,34,0
1898,1,23,1898.06301369863,14,29,0
1898,1,24,1898.06575342466,12,20,0.2
1898,1,25,1898.06849315068,5,23,0
1898,1,26,1898.07123287671,5,30,0
1898,1,27,1898.07397260274,14,40,0
1898,1,28,1898.07671232877,21,34,0
1898,1,29,1898.07945205479,18,46,0
1898,1,30,1898.08219178082,32,49,0
1898,1,31,1898.08493150685,22,41,0
1898,2,1,1898.08767123288,25,39,0
1898,2,2,1898.0904109589,19,36,0.07
1898,2,3,1898.09315068493,19,52,0
1898,2,4,1898.09589041096,32,46,0
1898,2,5,1898.09863013699,22,48,0
1898,2,6,1898.10136986301,41,60,0
1898,2,7,1898.10410958904,43,57,0
1898,2,8,1898.10684931507,32,55,0
1898,2,9,1898.1095890411,29,37,0.42
1898,2,10,1898.11232876712,28,45,0
1898,2,11,1898.11506849315,31,44,0
1898,2,12,1898.11780821918,26,54,0
1898,2,13,1898.12054794521,31,52,0
1898,2,14,1898.12328767123,42,56,0
1898,2,15,1898.12602739726,30,54,0
1898,2,16,1898.12876712329,42,63,0
1898,2,17,1898.13150684931,28,32,0
1898,2,18,1898.13424657534,21,31,0.05
1898,2,19,1898.13698630137,24,43,0
1898,2,20,1898.1397260274,17,41,0
1898,2,21,1898.14246575342,26,53,0
1898,2,22,1898.14520547945,28,38,0.01
1898,2,23,1898.14794520548,24,45,0
1898,2,24,1898.15068493151,29,47,0
1898,2,25,1898.15342465753,34,60,0
1898,2,26,1898.15616438356,36,53,0
1898,2,27,1898.15890410959,33,51,0
1898,2,28,1898.16164383562,32,59,0
1898,2,29,1898.16438356164,NA,NA,NA
1898,3,1,1898.16438356164,34,45,0.08
1898,3,2,1898.16712328767,25,45,0
1898,3,3,1898.1698630137,27,46,0.23
1898,3,4,1898.17260273973,30,52,0
1898,3,5,1898.17534246575,29,43,0
1898,3,6,1898.17808219178,29,59,0
1898,3,7,1898.18082191781,39,56,0
1898,3,8,1898.18356164384,43,61,0.01
1898,3,9,1898.18630136986,27,41,0
1898,3,10,1898.18904109589,27,31,0.01
1898,3,11,1898.19178082192,23,39,0.07
1898,3,12,1898.19452054795,29,43,0
1898,3,13,1898.19726027397,32,58,0
1898,3,14,1898.2,28,38,0
1898,3,15,1898.20273972603,27,41,0
1898,3,16,1898.20547945205,25,45,0
1898,3,17,1898.20821917808,19,43,0
1898,3,18,1898.21095890411,25,45,0
1898,3,19,1898.21369863014,25,46,0
1898,3,20,1898.21643835616,29,50,0
1898,3,21,1898.21917808219,21,55,0
1898,3,22,1898.22191780822,0,14,0.06
1898,3,23,1898.22465753425,3,41,0
1898,3,24,1898.22739726027,29,61,0
1898,3,25,1898.2301369863,28,62,0
1898,3,26,1898.23287671233,30,46,0
1898,3,27,1898.23561643836,11,35,0.21
1898,3,28,1898.23835616438,25,41,0
1898,3,29,1898.24109589041,24,36,0
1898,3,30,1898.24383561644,19,47,0
1898,3,31,1898.24657534247,28,50,0
1898,4,1,1898.24931506849,26,42,0.02
1898,4,2,1898.25205479452,24,60,0
1898,4,3,1898.25479452055,33,46,0.48
1898,4,4,1898.25753424658,29,40,0.2
1898,4,5,1898.2602739726,23,40,0.12
1898,4,6,1898.26301369863,23,43,0.12
1898,4,7,1898.26575342466,33,56,0.01
1898,4,8,1898.26849315068,37,61,0
1898,4,9,1898.27123287671,42,66,0
1898,4,10,1898.27397260274,38,63,0
1898,4,11,1898.27671232877,42,57,0
1898,4,12,1898.27945205479,25,47,0.37
1898,4,13,1898.28219178082,35,68,0
1898,4,14,1898.28493150685,49,74,0
1898,4,15,1898.28767123288,52,76,0
1898,4,16,1898.2904109589,52,72,0
1898,4,17,1898.29315068493,46,53,0.04
1898,4,18,1898.29589041096,33,65,0
1898,4,19,1898.29863013699,42,58,0
1898,4,20,1898.30136986301,41,65,0
1898,4,21,1898.30410958904,48,56,0.03
1898,4,22,1898.30684931507,44,66,0
1898,4,23,1898.3095890411,42,63,0
1898,4,24,1898.31232876712,41,61,0
1898,4,25,1898.31506849315,42,70,0
1898,4,26,1898.31780821918,44,78,0
1898,4,27,1898.32054794521,47,62,0
1898,4,28,1898.32328767123,40,65,0
1898,4,29,1898.32602739726,43,65,0.05
1898,4,30,1898.32876712329,41,57,0.1
1898,5,1,1898.33150684932,32,36,1.01
1898,5,2,1898.33424657534,28,35,0.16
1898,5,3,1898.33698630137,32,40,0.62
1898,5,4,1898.3397260274,33,40,0.41
1898,5,5,1898.34246575342,31,52,0.52
1898,5,6,1898.34520547945,32,59,0
1898,5,7,1898.34794520548,43,55,0.16
1898,5,8,1898.35068493151,42,67,0.22
1898,5,9,1898.35342465753,42,70,0.02
1898,5,10,1898.35616438356,50,65,0
1898,5,11,1898.35890410959,46,64,0
1898,5,12,1898.36164383562,45,65,0.06
1898,5,13,1898.36438356164,45,60,0
1898,5,14,1898.36712328767,45,60,0.01
1898,5,15,1898.3698630137,46,64,0
1898,5,16,1898.37260273973,46,60,0
1898,5,17,1898.37534246575,46,60,0
1898,5,18,1898.37808219178,45,64,0.08
1898,5,19,1898.38082191781,44,54,0.1
1898,5,20,1898.38356164384,45,61,0
1898,5,21,1898.38630136986,37,65,0
1898,5,22,1898.38904109589,37,75,0
1898,5,23,1898.39178082192,56,76,0
1898,5,24,1898.39452054795,54,82,0
1898,5,25,1898.39726027397,42,62,0.34
1898,5,26,1898.4,51,69,0.05
1898,5,27,1898.40273972603,48,62,0
1898,5,28,1898.40547945205,52,70,0
1898,5,29,1898.40821917808,52,71,0
1898,5,30,1898.41095890411,49,77,0
1898,5,31,1898.41369863014,51,74,0
1898,6,1,1898.41643835616,51,80,0
1898,6,2,1898.41917808219,62,84,0
1898,6,3,1898.42191780822,50,62,0.02
1898,6,4,1898.42465753425,42,52,0.72
1898,6,5,1898.42739726027,43,68,0
1898,6,6,1898.4301369863,50,62,0
1898,6,7,1898.43287671233,50,70,0.04
1898,6,8,1898.43561643836,48,58,0.35
1898,6,9,1898.43835616438,49,71,0.1
1898,6,10,1898.44109589041,49,73,0
1898,6,11,1898.44383561644,51,73,0.04
1898,6,12,1898.44657534247,50,70,0
1898,6,13,1898.44931506849,58,79,0.01
1898,6,14,1898.45205479452,55,76,0
1898,6,15,1898.45479452055,55,79,0
1898,6,16,1898.45753424658,60,85,0
1898,6,17,1898.4602739726,65,83,0
1898,6,18,1898.46301369863,59,81,0
1898,6,19,1898.46575342466,63,83,0
1898,6,20,1898.46849315068,58,86,0
1898,6,21,1898.47123287671,57,84,0
1898,6,22,1898.47397260274,62,87,0.05
1898,6,23,1898.47671232877,65,84,0
1898,6,24,1898.47945205479,65,83,0
1898,6,25,1898.48219178082,68,85,0
1898,6,26,1898.48493150685,57,74,0
1898,6,27,1898.48767123288,57,85,0
1898,6,28,1898.4904109589,65,95,0
1898,6,29,1898.49315068493,61,78,0
1898,6,30,1898.49589041096,61,83,0
1898,7,1,1898.49863013699,65,71,0.12
1898,7,2,1898.50136986301,50,67,0.38
1898,7,3,1898.50410958904,54,76,0
1898,7,4,1898.50684931507,55,81,0
1898,7,5,1898.5095890411,66,84,0
1898,7,6,1898.51232876712,69,84,0
1898,7,7,1898.51506849315,65,87,0
1898,7,8,1898.51780821918,63,83,0.02
1898,7,9,1898.52054794521,60,83,0.03
1898,7,10,1898.52328767123,65,83,0.06
1898,7,11,1898.52602739726,62,85,0.12
1898,7,12,1898.52876712329,63,81,0.04
1898,7,13,1898.53150684932,63,81,0
1898,7,14,1898.53424657534,63,80,0
1898,7,15,1898.53698630137,62,79,0
1898,7,16,1898.5397260274,62,79,0
1898,7,17,1898.54246575342,66,88,0
1898,7,18,1898.54520547945,61,86,0
1898,7,19,1898.54794520548,71,87,0
1898,7,20,1898.55068493151,53,78,0.02
1898,7,21,1898.55342465753,59,88,0
1898,7,22,1898.55616438356,69,91,0
1898,7,23,1898.55890410959,67,86,0.05
1898,7,24,1898.56164383562,62,80,0.04
1898,7,25,1898.56438356164,62,84,0.09
1898,7,26,1898.56712328767,67,93,0
1898,7,27,1898.5698630137,70,90,0
1898,7,28,1898.57260273973,67,89,0
1898,7,29,1898.57534246575,60,74,0
1898,7,30,1898.57808219178,55,82,0
1898,7,31,1898.58082191781,55,69,0
1898,8,1,1898.58356164384,52,77,0
1898,8,2,1898.58630136986,54,77,0.02
1898,8,3,1898.58904109589,55,86,0
1898,8,4,1898.59178082192,71,91,0
1898,8,5,1898.59452054795,69,76,0.14
1898,8,6,1898.59726027397,53,72,0.42
1898,8,7,1898.6,57,75,0
1898,8,8,1898.60273972603,54,82,0
1898,8,9,1898.60547945205,59,81,0
1898,8,10,1898.60821917808,61,81,0
1898,8,11,1898.61095890411,62,84,0
1898,8,12,1898.61369863014,65,92,0
1898,8,13,1898.61643835616,63,91,0.01
1898,8,14,1898.61917808219,64,87,0.15
1898,8,15,1898.62191780822,69,92,0
1898,8,16,1898.62465753425,66,78,0.01
1898,8,17,1898.62739726027,58,85,0.02
1898,8,18,1898.6301369863,60,85,0
1898,8,19,1898.63287671233,67,87,0
1898,8,20,1898.63561643836,68,88,0
1898,8,21,1898.63835616438,64,88,0
1898,8,22,1898.64109589041,60,85,0.07
1898,8,23,1898.64383561644,61,78,0.05
1898,8,24,1898.64657534247,59,81,0
1898,8,25,1898.64931506849,56,85,0
1898,8,26,1898.65205479452,67,85,0
1898,8,27,1898.65479452055,60,93,0
1898,8,28,1898.65753424658,63,86,0
1898,8,29,1898.6602739726,65,91,0
1898,8,30,1898.66301369863,66,87,0
1898,8,31,1898.66575342466,67,85,0.56
1898,9,1,1898.66849315068,59,83,0.28
1898,9,2,1898.67123287671,62,82,0
1898,9,3,1898.67397260274,53,87,0
1898,9,4,1898.67671232877,54,80,0
1898,9,5,1898.67945205479,61,81,0
1898,9,6,1898.68219178082,45,60,0
1898,9,7,1898.68493150685,45,68,0
1898,9,8,1898.68767123288,48,71,0
1898,9,9,1898.6904109589,40,46,0
1898,9,10,1898.69315068493,35,42,0.41
1898,9,11,1898.69589041096,34,47,0.21
1898,9,12,1898.69863013699,34,59,0.04
1898,9,13,1898.70136986301,35,68,0
1898,9,14,1898.70410958904,48,78,0
1898,9,15,1898.70684931507,56,82,0
1898,9,16,1898.7095890411,49,63,0.18
1898,9,17,1898.71232876712,51,76,0
1898,9,18,1898.71506849315,51,83,0
1898,9,19,1898.71780821918,55,80,0
1898,9,20,1898.72054794521,54,85,0
1898,9,21,1898.72328767123,54,83,0
1898,9,22,1898.72602739726,60,83,0
1898,9,23,1898.72876712329,67,83,0
1898,9,24,1898.73150684932,50,77,0
1898,9,25,1898.73424657534,55,84,0
1898,9,26,1898.73698630137,53,83,0
